unnamed:_0.1,unnamed:_0,restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address
242,242,Alloro - The Oterra,Fine Dining,4.0,63,25000,No,Yes,Italian,Electronic City,Electronic City
243,243,Al-Madina,"Takeaway, Delivery",3.3,8,5000,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
244,244,Al-Madina Restaurant,Casual Dining,3.4,22,4000,No,No,Arabian,Basavanagudi,City Market
245,245,Al-Marhaba Restaurant,Quick Bites,2.8,40,4000,Yes,No,Arabian,Bannerghatta Road,BTM
246,246,Al-Noor Restaurant,Quick Bites,2.8,40,4000,Yes,No,Chinese,Kalyan Nagar,Nagawara
247,247,Alpha - House Of Biryani & Tandoor,Casual Dining,3.3,387,8000,Yes,No,Biryani,Brookefield,Whitefield
248,248,Al-Sidique,Quick Bites,4.0,314,4000,Yes,No,North Indian,Rajajinagar,Vijay Nagar
249,249,Alt,"Bar, Lounge",4.1,821,19000,No,Yes,Finger Food,Whitefield,Whitefield
250,250,Altaf'S Chillies Restaurant,Casual Dining,3.8,229,5000,Yes,No,North Indian,Frazer Town,Frazer Town
251,251,Altaj Restaurant,Casual Dining,3.3,6,7000,No,No,North Indian,Malleshwaram,Rajajinagar
252,252,Al-Taj Restaurant,Casual Dining,3.3,10,6000,Yes,No,South Indian,Rajajinagar,Rajajinagar
253,253,Alter Ego D'Deli,Cafe,3.8,140,6500,Yes,No,Cafe,Kalyan Nagar,Kalyan Nagar
254,254,Alto Vino - Bengaluru Marriott Hotel Whitefield,Fine Dining,4.3,263,30000,No,Yes,Italian,Brookefield,Whitefield
255,255,Am Wow,Beverage Shop,3.4,6,1000,Yes,No,Beverages,Banashankari,Jayanagar
256,256,Amadora Gourmet Ice Cream & Sorbet,Dessert Parlor,2.8,40,5000,No,No,Desserts,Brookefield,Whitefield
257,257,Amande Patisserie,Bakery,4.0,73,3000,Yes,No,Bakery,Banashankari,Basavanagudi
258,258,Amanthrana Gardenia,Casual Dining,3.8,107,8000,Yes,No,North Indian,Brookefield,Brookefield
259,259,Amantrana,Casual Dining,3.2,15,8000,No,No,North Indian,Rajajinagar,Magadi Road
260,260,Amar Kolkata,Quick Bites,3.2,4,3000,No,No,Bengali,Indiranagar,Old Airport Road
261,261,Amara Food Point,"Takeaway, Delivery",3.3,4,2500,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",BTM
262,262,Amaravathi Bar & Restaurant,"Casual Dining, Bar",3.7,43,4000,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",Jayanagar
263,263,Amaravathi Mess,Quick Bites,3.6,108,4000,Yes,No,Andhra,Electronic City,Electronic City
264,264,Amaravati,Quick Bites,3.6,39,4000,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
265,265,Amaravati - Pure Veg Restaurant,Quick Bites,3.5,93,3500,Yes,No,South Indian,Marathahalli,Kaggadasapura
266,266,Amaravati Authentic Andhra Restaurant,Casual Dining,3.0,148,6000,Yes,No,Andhra,Brookefield,Brookefield
267,267,Amaravati Food Court,Quick Bites,3.3,7,3000,Yes,No,Kerala,Whitefield,Whitefield
268,268,Amaravati Grand,Casual Dining,3.3,7,5500,No,No,Chinese,Jayanagar,BTM
269,269,Amazing Blue Pub,Pub,3.4,10,9000,No,No,Finger Food,Malleshwaram,Seshadripuram
270,270,Ambara Gardenia,Casual Dining,3.8,256,8000,Yes,Yes,Andhra,"Byresandra,Tavarekere,Madiwala",Bannerghatta Road
271,271,Ambarsaria,Casual Dining,2.7,57,8000,No,No,North Indian,New Bel Road,New BEL Road
272,272,Amber Rush By The Pool,"Bar, Casual Dining",3.9,140,15000,No,No,North Indian,Brookefield,Marathahalli
273,273,Amber Rush Restobar,Pub,4.1,93,10000,No,Yes,Continental,Brigade Road,Residency Road
274,274,Ambika Biryani Corner,Quick Bites,3.5,37,3000,No,No,Biryani,Rajajinagar,Rajajinagar
275,275,Ambika Vegetarian Hotel,Casual Dining,3.7,31,5000,No,No,North Indian,Malleshwaram,Rajajinagar
276,276,Ambujam'S Chettinad Mess,"Quick Bites, Mess",3.2,27,4000,Yes,No,South Indian,Kammanahalli,Banaswadi
277,277,Ambur Azad Darbar,Quick Bites,3.1,6,2500,No,No,North Indian,Jayanagar,BTM
278,278,Ambur Biriyani,Quick Bites,3.2,4,2000,No,No,Biryani,Indiranagar,Old Airport Road
279,279,Ambur Biriyani Centre,Quick Bites,3.2,6,1500,No,No,Biryani,Sarjapur Road,Bellandur
280,280,Ambur Biriyani Classic,Casual Dining,3.3,136,7000,Yes,No,Biryani,Electronic City,Electronic City
281,281,Ambur Biriyani Point,Quick Bites,3.6,26,1500,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM
282,282,Ambur Biriyani Zone,Quick Bites,3.2,4,2000,No,No,Biryani,Kammanahalli,Kammanahalli
283,283,Ambur Biryani,Quick Bites,3.2,5,4500,No,No,South Indian,Hsr,HSR
284,284,Ambur Biryani Hotel,Quick Bites,3.2,13,2000,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
285,285,Ambur Biryani Mess,Mess,3.4,18,2500,No,No,Biryani,Koramangala 4Th Block,Koramangala 6th Block
286,286,Ambur Biryani Point,Quick Bites,3.3,8,1500,No,No,Biryani,Bellandur,Sarjapur Road
287,287,Ambur Chicken Biryani,Quick Bites,3.1,9,2500,No,No,Biryani,Hsr,HSR
288,288,Ambur Darbar Biriyani Point,Quick Bites,3.2,24,2000,Yes,No,Biryani,Malleshwaram,Yeshwantpur
289,289,Ambur Dum Biriyani,Quick Bites,2.8,40,1600,No,No,Biryani,Banashankari,Basavanagudi
290,290,Ambur Dum Biryani,Quick Bites,2.8,40,3000,No,No,Biryani,Electronic City,Electronic City
291,291,Ambur Hot Dum Biriyani,Quick Bites,3.1,6,2000,No,No,Biryani,Old Airport Road,Jeevan Bhima Nagar
292,292,Ambur Hot Dum Biryani,Quick Bites,3.0,9,2000,No,No,Biryani,Marathahalli,Thippasandra
293,293,Ambur Star Biryani,Quick Bites,3.5,22,2000,No,No,Biryani,Bellandur,Sarjapur Road
294,294,Ambur Star Briyani,Casual Dining,3.6,17,5000,Yes,No,North Indian,Indiranagar,Indiranagar
295,295,Ambur Star Dum Biriyani,Quick Bites,3.2,4,2000,No,No,Biryani,Residency Road,Wilson Garden
296,296,Ambur Star Dum Biryani,Quick Bites,2.8,40,2500,No,No,Biryani,Bellandur,Sarjapur Road
297,297,Ambur Tasty Biriyani,Quick Bites,3.2,4,2000,No,No,Biryani,Hsr,HSR
298,298,Amchoor,Quick Bites,3.8,38,2500,Yes,No,North Indian,Marathahalli,Marathahalli
299,299,Amdo'S Corner Tibetan Foods,Quick Bites,4.0,47,2500,No,No,Tibetan,Brigade Road,Richmond Road
300,300,American Bites,Quick Bites,2.4,48,4500,Yes,No,Fast Food,Frazer Town,Kalyan Nagar
301,301,American Desserts,"Takeaway, Delivery",3.6,23,5000,Yes,No,Desserts,Kalyan Nagar,Banaswadi
302,302,Amexicano,Food Truck,3.8,31,4000,No,No,American,Indiranagar,East Bangalore
303,303,Amigos Kitchen,Quick Bites,3.7,64,4000,Yes,No,Chinese,Kalyan Nagar,Banaswadi
304,304,Amjad Bhai'S Star Hotel - Home Food Only,Quick Bites,2.8,40,3000,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
305,305,Ammachide Addukala,Quick Bites,3.5,6,3000,No,No,Kerala,Bannerghatta Road,Bannerghatta Road
306,306,Amma'S Biryani & Rice,Quick Bites,2.8,40,3000,Yes,No,Biryani,Kalyan Nagar,Kammanahalli
307,307,Amma'S Cafe,Quick Bites,3.2,6,3000,No,No,Fast Food,Hsr,HSR
308,308,Amma'S Pastries,Bakery,3.9,130,4000,No,No,Bakery,Kalyan Nagar,HBR Layout
311,311,Ammi'S Biryani,Casual Dining,2.7,171,5000,Yes,No,Biryani,Kalyan Nagar,Kalyan Nagar
312,312,Ammus Hot N Cool,Quick Bites,3.4,84,3000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
313,313,Amnesia - The Poolside Bar,"Casual Dining, Bar",3.7,15,20000,No,No,North Indian,Brigade Road,Residency Road
314,314,Amoeba Sports Bar,"Lounge, Bar",3.9,568,10000,Yes,Yes,Continental,Brookefield,Whitefield
315,315,Amontron,Casual Dining,3.9,435,6500,Yes,No,Bengali,Bannerghatta Road,BTM
316,316,Amour Fine Patisserie,"Cafe, Dessert Parlor",4.0,82,5000,Yes,Yes,Cafe,Hsr,HSR
317,317,Amravathi Restaurants & Caterers,Quick Bites,3.1,6,4000,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
318,318,Amrit,Food Court,3.4,24,6000,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",JP Nagar
319,319,Amrita Nadia Sweets,Sweet Shop,3.2,4,4000,Yes,No,Mithai,New Bel Road,Jalahalli
320,320,Amrith Ice Cream,Dessert Parlor,4.1,81,1000,No,No,Ice Cream,Malleshwaram,Malleshwaram
321,321,Amritsari Kulcha Bite,Quick Bites,3.9,99,1500,Yes,No,North Indian,Indiranagar,Ulsoor
322,322,Amritsari Kulcha Land,Quick Bites,4.0,260,3000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",JP Nagar
323,323,Amrut,Quick Bites,3.5,250,3000,Yes,No,North Indian,Malleshwaram,Malleshwaram
324,324,Amruta,Casual Dining,3.8,20,6000,No,No,South Indian,Lavelle Road,Majestic
325,325,Amruth Parkland,"Bar, Casual Dining",3.5,54,9000,No,No,North Indian,Sarjapur Road,Sarjapur Road
326,326,Amrutha Foods,Quick Bites,2.8,40,3000,No,No,South Indian,Marathahalli,Old Airport Road
327,327,Amrutha Grand Restaurant,Casual Dining,3.2,204,5000,Yes,No,North Indian,Bellandur,Sarjapur Road
328,328,Amrutha Mess,Quick Bites,3.4,5,3000,No,No,Kerala,"Byresandra,Tavarekere,Madiwala",BTM
329,329,Amrutha Sweets,Quick Bites,3.5,13,2000,No,No,Street Food,Koramangala 4Th Block,Ejipura
330,330,Am'S Cafe Recreate,"Takeaway, Delivery",3.3,8,2500,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",BTM
331,331,Amul Ice Cream,Dessert Parlor,2.8,40,1000,Yes,No,Desserts,Hsr,HSR
332,332,An Egg Story,Cafe,4.0,241,6000,No,No,Cafe,Kalyan Nagar,Kalyan Nagar
333,333,Anamika Roll Centre,Quick Bites,3.2,4,3000,No,No,North Indian,Jayanagar,Wilson Garden
334,334,Anand Donne Biriyani,Quick Bites,3.6,45,2000,Yes,No,Biryani,Banashankari,Jayanagar
335,335,Anand Sagar Inn,Casual Dining,3.2,6,4500,No,No,South Indian,Jayanagar,Basavanagudi
336,336,Anand Sweets And Savouries,Quick Bites,4.0,99,4000,Yes,No,Mithai,Kalyan Nagar,Kammanahalli
337,337,Anand Vihar,Quick Bites,2.5,58,4000,No,No,North Indian,Frazer Town,RT Nagar
338,338,Anda Ka Funda,Quick Bites,3.1,14,3000,Yes,No,North Indian,Jp Nagar,Jayanagar
339,339,Anda Special-Pav Bhaji,Quick Bites,3.4,8,2000,Yes,No,Fast Food,New Bel Road,Yeshwantpur
340,340,Andal Mess,Mess,3.1,22,3000,Yes,No,Biryani,Koramangala 4Th Block,Domlur
341,341,Ande Ka Funda,Quick Bites,2.8,60,2500,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
342,342,Andhra Amigos,Casual Dining,3.6,81,3500,Yes,No,Andhra,Electronic City,Electronic City
343,343,Andhra Bhojanam,Casual Dining,3.6,21,6000,No,No,North Indian,Bannerghatta Road,Bannerghatta Road
344,344,Andhra Biriyani Palace,Quick Bites,2.8,40,2500,Yes,No,Biryani,Kalyan Nagar,Nagawara
345,345,Andhra Biryani & Curries,Quick Bites,3.1,4,4000,Yes,No,North Indian,Electronic City,Electronic City
346,346,Andhra Biryanis,Casual Dining,4.0,108,7000,Yes,No,Andhra,Brookefield,Whitefield
347,347,Andhra Box,Quick Bites,3.2,4,4000,No,No,Andhra,Brookefield,Marathahalli
348,348,Andhra Central,Food Court,3.1,13,4000,Yes,No,Andhra,Brookefield,Marathahalli
349,349,Andhra Chettinad Cuisine,Quick Bites,3.6,24,2500,No,No,Andhra,Electronic City,Electronic City
350,350,Andhra Express,"Takeaway, Delivery",3.7,19,3000,Yes,No,Andhra,Marathahalli,CV Raman Nagar
351,351,Andhra Food Cafe (Afc),Quick Bites,3.3,46,2500,Yes,No,Andhra,Electronic City,Electronic City
352,352,Andhra Ghumaghumalu,Quick Bites,2.8,40,3000,Yes,No,Andhra,Brookefield,Whitefield
353,353,Andhra Grills,Casual Dining,3.0,55,8000,No,No,Andhra,Bannerghatta Road,JP Nagar
354,354,Andhra Kafe,Casual Dining,3.8,241,5500,Yes,No,Andhra,Brookefield,Whitefield
355,355,Andhra Kitchen,Quick Bites,3.9,45,4000,Yes,No,Andhra,Electronic City,Electronic City
356,356,Andhra Mess,Mess,2.8,17,4000,Yes,No,Andhra,Brookefield,Brookefield
357,357,Andhra Paris,Quick Bites,3.2,5,2500,Yes,No,Andhra,Bellandur,Sarjapur Road
358,358,Andhra Ruchi'S Restaurant,Delivery,3.1,72,5000,Yes,No,Andhra,Whitefield,Whitefield
359,359,Andhra Ruchulu,Casual Dining,4.2,1428,8000,Yes,Yes,Andhra,Bannerghatta Road,JP Nagar
360,360,Andhra Spice,Casual Dining,2.8,40,6000,No,No,North Indian,Bellandur,Sarjapur Road
361,361,Andhra Spice Mess,Quick Bites,3.4,9,2500,Yes,No,Andhra,New Bel Road,New BEL Road
362,362,Andhra Spices,Quick Bites,3.2,4,4000,No,No,Andhra,Whitefield,Brookefield
363,363,Andhra Spicy,Quick Bites,3.5,11,4000,No,No,Andhra,Bellandur,Bellandur
364,364,Andhra Spicy Food Court,Quick Bites,3.2,22,4000,Yes,No,Andhra,Electronic City,Electronic City
365,365,Andhra Spicy Inn,Quick Bites,2.8,40,4500,Yes,No,North Indian,Kalyan Nagar,Nagawara
366,366,Andhra Star Biryani,Quick Bites,3.2,6,2000,No,No,Biryani,Marathahalli,Brookefield
367,367,Andhra Vantakam,Casual Dining,3.9,317,8000,Yes,No,Andhra,Malleshwaram,Rajajinagar
368,368,Andhra Vantillu,Quick Bites,3.3,4,3500,No,No,South Indian,Hsr,HSR
369,369,Andhra Vilaas,Quick Bites,3.7,52,3500,Yes,No,Andhra,Bellandur,Sarjapur Road
370,370,Andhra Vindu Multi Cuisine Restaurant,Casual Dining,3.3,11,6000,Yes,No,Andhra,Brookefield,Marathahalli
371,371,Andy'S CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,3.1,12,3000,No,No,Cafe,New Bel Road,New BEL Road
372,372,Angaar Biriyani,Quick Bites,3.7,92,4000,Yes,No,Biryani,Whitefield,Whitefield
373,373,Angaar Indian Grill & Restaurant,Casual Dining,3.9,121,6000,No,No,Arabian,Kalyan Nagar,HBR Layout
374,374,Angel Mess,Quick Bites,3.5,17,2000,No,No,South Indian,Marathahalli,Kaggadasapura
375,375,Angel Mutton Leg Soup,Quick Bites,3.5,22,2000,No,No,South Indian,Indiranagar,Jeevan Bhima Nagar
376,376,Angel Restaurant,Quick Bites,2.8,165,4500,Yes,No,Kerala,Bannerghatta Road,Bannerghatta Road
377,377,Angel'S Kitchen,Quick Bites,3.5,10,3000,No,No,Kerala,Whitefield,Whitefield
378,378,Angiie'S Cafe,Quick Bites,3.7,29,4500,Yes,No,Burger,Bellandur,Sarjapur Road
379,379,Anika'S India Kitchen,Delivery,3.3,5,2500,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",HSR
380,380,Aniram'S,Delivery,4.1,739,5000,Yes,No,Chinese,Bannerghatta Road,JP Nagar
381,381,Anjappaar,Casual Dining,3.9,96,6500,No,No,Chettinad,Marathahalli,Marathahalli
382,382,Anjappar,Casual Dining,2.7,40,6500,No,No,Chettinad,Jayanagar,JP Nagar
383,383,Anju'S Cafe,Cafe,3.4,6,6000,No,No,Cafe,Bannerghatta Road,JP Nagar
384,384,Anna Kuteera,Casual Dining,3.8,62,4000,No,No,South Indian,Residency Road,St. Marks Road
385,385,Annabell,"Quick Bites, Beverage Shop",4.0,264,7000,Yes,No,Continental,Indiranagar,Indiranagar
386,386,Annalakshmi,Casual Dining,3.5,28,7000,No,No,Andhra,Bellandur,Bellandur
387,387,Annapoorani,Casual Dining,3.9,434,4000,No,No,South Indian,Indiranagar,Indiranagar
388,388,Annapoorni Grand,Casual Dining,3.9,82,4500,No,No,Chinese,Lavelle Road,Majestic
389,389,Annappa'S Naati Mane,Quick Bites,3.5,73,4000,No,No,South Indian,Rajajinagar,Rajajinagar
390,390,Annapurna Andhra Hotel,Quick Bites,3.3,5,4000,Yes,No,Mughlai,Electronic City,Electronic City
391,391,Annapurna Bengali Restaurant,Casual Dining,3.9,50,5000,No,No,Bengali,Brookefield,Whitefield
392,392,Annapurna Benne Dose,Quick Bites,2.8,40,2000,Yes,No,South Indian,Jp Nagar,JP Nagar
393,393,Annapurna Foods,Casual Dining,3.5,11,4000,Yes,No,North Indian,Bellandur,Bellandur
394,394,Antarastriya,Quick Bites,3.9,461,2000,Yes,No,Chinese,Malleshwaram,Malleshwaram
395,395,Antigravity,"Pub, Casual Dining",4.4,730,15000,No,Yes,Continental,Marathahalli,Marathahalli
396,396,Antilla Aromas,Dessert Parlor,3.7,18,3000,Yes,No,Desserts,Bannerghatta Road,Bannerghatta Road
397,397,Anu Momos Chinese Kitchen,Quick Bites,3.7,118,4500,Yes,No,Chinese,Kalyan Nagar,Kammanahalli
398,398,Anupam'S Coast Ii Coast,Casual Dining,4.1,841,7000,Yes,No,Seafood,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
399,399,Anupam'S Coastal Express,Casual Dining,4.1,179,6000,Yes,No,Seafood,Basavanagudi,Shanti Nagar
400,400,Anushka Restaurant,Casual Dining,2.8,40,5500,Yes,No,North Indian,Brookefield,Whitefield
401,401,Apna Hotel,Quick Bites,3.5,26,3000,Yes,No,North Indian,Brookefield,Whitefield
402,402,Apna Punjab,Quick Bites,3.6,474,4500,Yes,No,North Indian,Bannerghatta Road,BTM
403,403,Apna Veg Dhaba,Casual Dining,3.1,35,4000,Yes,No,North Indian,Bellandur,Bellandur
404,404,Apoorva Multi Cuisine Restaurant,Casual Dining,3.9,236,7500,Yes,No,North Indian,Brookefield,Brookefield
405,405,Appam & Curry,Quick Bites,3.8,18,2000,Yes,No,Kerala,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
406,406,Appam Centre,Quick Bites,3.2,4,2000,No,No,Kerala,Bannerghatta Road,JP Nagar
407,407,Appana Restaurant,Quick Bites,2.8,40,3000,Yes,No,North Indian,Bannerghatta Road,BTM
408,408,Appetite Workstation,Quick Bites,3.6,16,5000,Yes,No,North Indian,Bellandur,Sarjapur Road
409,409,Apple Cafe,Quick Bites,3.3,14,3000,No,No,Beverages,Marathahalli,Marathahalli
410,410,Apsara Ice Cream,Dessert Parlor,3.2,4,2000,No,No,Ice Cream,Brookefield,Whitefield
411,411,Aqni,Casual Dining,3.6,89,6500,Yes,No,North Indian,Malleshwaram,New BEL Road
412,412,Aqua - The Park Bangalore,"Lounge, Bar",4.0,195,30000,No,Yes,North Indian,Church Street,MG Road
413,413,Arabian Bites,Quick Bites,3.4,24,3000,Yes,No,North Indian,Basavanagudi,BTM
414,414,Arabian Mataam,Quick Bites,3.7,19,5000,No,No,Biryani,Frazer Town,Frazer Town
415,415,Arabian Mexico,Quick Bites,3.3,53,4000,Yes,No,Fast Food,Jp Nagar,Bannerghatta Road
416,416,Arabian Shawarma,Kiosk,3.7,30,1500,Yes,No,Arabian,Frazer Town,Kammanahalli
417,417,Arafa Juice Center,Quick Bites,3.5,10,2500,No,No,Juices,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
418,418,Aramane Brundavan,Casual Dining,3.3,4,4500,Yes,No,Chinese,Malleshwaram,Rajajinagar
419,419,Aramane Donne Biriyani,Quick Bites,3.9,189,3000,Yes,No,Biryani,Bannerghatta Road,BTM
420,420,Aramane Donne Biryani,Quick Bites,2.8,40,3000,Yes,No,Biryani,Jp Nagar,JP Nagar
421,421,Aramane Donne Briyani,Quick Bites,3.9,339,3000,Yes,No,Biryani,Jayanagar,JP Nagar
422,422,Aramane Restaurant,Casual Dining,2.9,90,8000,Yes,Yes,North Indian,Bannerghatta Road,Bannerghatta Road
423,423,Arbor Brewing Company,"Pub, Microbrewery",4.5,8375,20000,No,Yes,American,Brigade Road,Brigade Road
424,424,Archana'S First Crush,Bakery,3.7,31,4000,Yes,No,Bakery,Bellandur,Sarjapur Road
425,425,Arena - Artisanal Brewkitchen,"Pub, Casual Dining",4.1,177,20000,No,Yes,Sushi,Indiranagar,Indiranagar
426,426,Arina'S,Quick Bites,3.3,5,2500,No,No,Fast Food,Church Street,Frazer Town
427,427,Arirang Korean Restaurant,Casual Dining,4.0,237,14000,No,Yes,Korean,Kalyan Nagar,Kammanahalli
428,428,Armaani Caffe,Quick Bites,3.5,12,2500,Yes,No,Fast Food,Bannerghatta Road,BTM
429,429,Arogya,Quick Bites,3.4,9,1000,No,No,South Indian,Hsr,HSR
430,430,Arogya Thaana,Beverage Shop,3.8,72,2000,Yes,No,Beverages,Whitefield,Whitefield
431,431,Aroma Fine Dine,Casual Dining,4.0,126,9000,Yes,Yes,North Indian,Koramangala 4Th Block,HSR
432,432,Aroma Of Asia,Quick Bites,3.9,49,4000,No,No,Chinese,Mg Road,Frazer Town
433,433,Aroma Spice,Casual Dining,3.7,83,8000,Yes,Yes,Andhra,Kalyan Nagar,Kalyan Nagar
434,434,Aroma'S Hyderabad House,Casual Dining,4.2,533,8000,Yes,No,Mughlai,Kalyan Nagar,Nagawara
435,435,Aromas Of South,Casual Dining,3.7,46,10000,No,No,South Indian,Rajajinagar,Race Course Road
436,436,Around The Corner,Quick Bites,3.6,22,3500,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
437,437,Art Cafe,Cafe,3.5,7,10000,No,No,Cafe,Malleshwaram,Malleshwaram
438,438,Art Of Biryani & Curries,Delivery,3.4,9,2500,Yes,No,Biryani,Kalyan Nagar,Rammurthy Nagar
439,439,Art Of Delight,Dessert Parlor,4.3,449,4000,No,No,Ice Cream,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
440,440,Art Of Flavours,Quick Bites,2.8,40,2000,No,No,Fast Food,Marathahalli,Marathahalli
441,441,Artinci Artisanal Ice Cream,Dessert Parlor,2.8,40,3000,Yes,No,Desserts,Bannerghatta Road,JP Nagar
442,442,Artville Cafe,Cafe,3.8,92,7000,No,No,Cafe,Kalyan Nagar,Kalyan Nagar
443,443,Arun Ice Cream,Dessert Parlor,3.4,7,1500,No,No,Ice Cream,Banashankari,Banashankari
444,444,Arun Icecreams,Dessert Parlor,3.1,6,1500,No,No,Ice Cream,Kalyan Nagar,Banaswadi
445,445,Arusuvai D' Kitchen,Quick Bites,3.7,26,3500,Yes,No,South Indian,Whitefield,KR Puram
446,446,Arya Bhavan Sweets,Sweet Shop,3.2,6,3000,No,No,Mithai,Brigade Road,MG Road
447,447,Arya Hungry?,Quick Bites,4.3,277,4500,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
449,449,Aryan'S Kitchen,Quick Bites,3.1,97,5000,Yes,No,North Indian,Whitefield,Whitefield
450,450,Arzak,"Takeaway, Delivery",2.8,40,3000,No,No,Arabian,Electronic City,Electronic City
451,451,As On Fire,Food Truck,3.4,41,4000,Yes,No,Pizza,Jayanagar,South Bangalore
452,452,Asaivam Restaurant,Casual Dining,4.0,69,7500,Yes,No,Chettinad,Frazer Town,Indiranagar
453,453,Ascharya Hotel,Quick Bites,3.3,10,3000,Yes,No,Mangalorean,Basavanagudi,Koramangala 5th Block
454,454,Asean - On The Edge,Casual Dining,4.4,861,18000,Yes,Yes,Asian,Brigade Road,MG Road
455,455,Asgardian Moreover Chai,Quick Bites,2.8,40,3000,No,No,Fast Food,"Byresandra,Tavarekere,Madiwala",BTM
456,456,Asha Food Camp,Casual Dining,4.0,137,7000,No,Yes,Desserts,Rajajinagar,Rajajinagar
457,457,Asha Sweets Center,"Sweet Shop, Quick Bites",4.1,57,2000,Yes,No,Mithai,Indiranagar,Indiranagar
458,458,Asha Sweets Centre,Dessert Parlor,3.6,27,2500,Yes,No,Fast Food,Banashankari,Basavanagudi
459,459,Asha Tiffins,Quick Bites,4.3,278,1500,Yes,No,South Indian,"Byresandra,Tavarekere,Madiwala",HSR
460,460,Asharfilal,Dessert Parlor,3.5,10,1500,Yes,No,Desserts,Bannerghatta Road,Bannerghatta Road
461,461,Ashirvaad Grand,Quick Bites,4.0,113,4000,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",BTM
462,462,Ashirvad Resturant,Quick Bites,3.2,7,3000,No,No,North Indian,Marathahalli,Marathahalli
463,463,Ashirvad Veg,Quick Bites,3.4,9,3000,No,No,South Indian,Brookefield,Marathahalli
464,464,Asia Alive - Doubletree Suites By Hilton,Fine Dining,4.1,237,20000,No,Yes,Continental,Bellandur,Sarjapur Road
465,465,Asia In A Box,Casual Dining,2.9,18,5500,Yes,No,Thai,Kammanahalli,Kammanahalli
466,466,Asia Kitchen By Mainland China,"Casual Dining, Bar",4.9,2178,15000,Yes,Yes,Asian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
467,467,Asia Seven,Food Court,3.3,4,3000,Yes,No,Chinese,Whitefield,Whitefield
468,468,Assi Tussi Lassi,Beverage Shop,3.6,25,2000,Yes,No,Beverages,Indiranagar,Ejipura
469,469,At North Parontha Hut,Quick Bites,2.8,40,2000,No,No,North Indian,Brookefield,Whitefield
470,470,Athithi,Casual Dining,2.8,80,6500,No,No,Andhra,Bannerghatta Road,Bannerghatta Road
471,471,Athithi Grand Restaurant,Casual Dining,3.0,74,7000,Yes,No,Andhra,Jp Nagar,Kanakapura Road
472,472,Atithi,Casual Dining,3.7,18,7500,No,No,North Indian,Malleshwaram,Rajajinagar
473,473,Atithi Aharadhama,Quick Bites,3.2,4,2000,No,No,South Indian,Sarjapur Road,Sarjapur Road
474,474,Atithi Aramane Veg,Quick Bites,3.9,48,3000,Yes,No,South Indian,Bellandur,Bellandur
475,475,Atithi Biryani Corner,Quick Bites,3.3,4,2000,Yes,No,Biryani,Bannerghatta Road,JP Nagar
476,476,Atithi Family Bar & Restaurant,"Casual Dining, Bar",3.6,31,5000,Yes,No,North Indian,Bellandur,Bellandur
477,477,Atithi Grand Veg Hotel,Quick Bites,2.8,40,3000,No,No,South Indian,Bellandur,Sarjapur Road
478,478,Atithi Point Ande Ka Funda,Quick Bites,3.1,29,1500,No,No,North Indian,Banashankari,Banashankari
